alu4,0.00094,2604,48.7
alu4,0.0029,2448,44.9
alu4,0.00485,2310,45.7
alu4,0.00766,2192,44.3
alu4,0.00947,2098,39.9
alu4,0.02887,1505,40.9
alu4,0.04902,1263,33.9
c1908,0.0006,738,60.4
c1908,0.003,719,60.4
c1908,0.00481,709,60.4
c1908,0.00796,694,60.4
c1908,0.00991,668,60.9
c1908,0.02949,452,56.2
c1908,0.03646,279,23.8
c2670,1.00E-05,963,47.4
c2670,0.00298,955,46.9
c2670,0.00418,944,46.5
c2670,0.0072,936,46.2
c2670,0.00855,931,46.3
c2670,0.02934,897,40
c2670,0.05,882,38.7
c3540,0.00086,1579,83.2
c3540,0.00217,1571,82.9
c3540,0.00391,1559,82.9
c3540,0.00795,1551,82.9
c3540,0.00949,1549,83.5
c3540,0.02955,1476,85.9
c3540,0.04985,1299,82.5
c5315,0.0009,2354,75.9
c5315,0.00299,2342,75.9
c5315,0.00492,2331,75.9
c5315,0.00796,2307,75
c5315,0.00954,2302,75
c5315,0.02749,2252,72.3
c5315,0.04969,2247,73.9
c7552,0.00081,2502,156.6
c7552,0.00277,2455,157.1
c7552,0.00435,2433,156.8
c7552,0.00574,2426,156.8
c7552,0.00866,2416,156.8
c7552,0.0276,2389,156.8
c7552,0.04866,2188,149.8
c880,0.00073,551,38.8
c880,0.00296,540,38.5
c880,0.00478,528,38.4
c880,0.00478,528,38.4
c880,0.00983,523,36.1
c880,0.02702,508,34.5
c880,0.04708,490,33.5
cla32,0.00084,838,46.7
cla32,0.00272,827,47.4
cla32,0.00467,819,47.7
cla32,0.00673,809,48.1
cla32,0.00971,808,47.8
cla32,0.02734,795,48.1
cla32,0.04135,791,44.4
ksa32,0.00081,1027,26.8
ksa32,0.0028,991,25.3
ksa32,0.00472,984,22.8
ksa32,0.00791,969,22.8
ksa32,0.00968,963,24.5
ksa32,0.02325,851,19.6
ksa32,0.04862,843,19.6
mtp8,0,1024,61
mtp8,0,1024,61
mtp8,0.00481,1009,61
mtp8,0.00523,1009,61
mtp8,0.00523,1009,61
mtp8,0.02953,1006,61
mtp8,0.04226,997,61.3
rca32,0.00021,677,28.5
rca32,0.0022,670,26.9
rca32,0.00373,664,28
rca32,0.00373,664,28
rca32,0.00373,664,28
rca32,0.01988,660,28
rca32,0.04742,651,28
wal8,4.00E-05,1057,64.9
wal8,4.00E-05,1057,64.9
wal8,0.00339,1056,67.4
wal8,0.00339,1056,67.4
wal8,0.00901,1048,68.2
wal8,0.02965,1025,68.1
wal8,0.04662,1019,68.1
